"SEX","GEO","AGE","UNIT","TIME","INDIC_EM","Value","Flag and Footnotes"
"Total","Austria","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","73.4",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2010","Active population","77.5",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","73.9",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2011","Active population","77.5",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","74.2",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2012","Active population","78.1",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","74.4",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2013","Active population","78.6",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","74.6",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2014","Active population","78.5",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","74.2",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2015","Active population","78.7",""
"Total","Austria","From 20 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","74.3",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2006","Active population","63.4",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","54.5",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2007","Active population","63.2",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","57.0",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2008","Active population","63.8",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","59.2",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2009","Active population","64.7",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","59.3",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2010","Active population","65.3","b"
"Total","Poland","From 15 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","58.9","b"
"Total","Poland","From 15 to 64 years","Percentage of total population","2011","Active population","65.7",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","59.3",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2012","Active population","66.5",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","59.7",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2013","Active population","67.0",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","60.0",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2014","Active population","67.9",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","61.7",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2015","Active population","68.1",""
"Total","Poland","From 15 to 64 years","Percentage of total population","2015","Total employment (resident population concept - LFS)","62.9",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2006","Active population","69.7",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2006","Total employment (resident population concept - LFS)","60.1",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2007","Active population","69.4",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2007","Total employment (resident population concept - LFS)","62.7",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2008","Active population","69.9",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2008","Total employment (resident population concept - LFS)","65.0",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2009","Active population","70.6",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2009","Total employment (resident population concept - LFS)","64.9",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2010","Active population","71.1","b"
"Total","Poland","From 20 to 64 years","Percentage of total population","2010","Total employment (resident population concept - LFS)","64.3","b"
"Total","Poland","From 20 to 64 years","Percentage of total population","2011","Active population","71.3",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2011","Total employment (resident population concept - LFS)","64.5",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2012","Active population","71.9",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2012","Total employment (resident population concept - LFS)","64.7",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2013","Active population","72.3",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2013","Total employment (resident population concept - LFS)","64.9",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2014","Active population","73.0",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2014","Total employment (resident population concept - LFS)","66.5",""
"Total","Poland","From 20 to 64 years","Percentage of total population","2015","Active population","73.2",""
